"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81"
"1",16,16,1,9,14,13,13,13,13,16,16,7,9,13,13,13,13,13,16,16,9,9,0,0,0,0,0,16,16,5,0,0,0,0,0,0,0.904870750005518,0.421440314181441,0.237760878158122,0.206952104028778,0.291634027488466,0.34600186339669,0.174803923626494,0.122017470501816,0.0912736865835525,0.357324116687682,0.325642938843804,0.220863284471182,0.261113434579157,0.513228000137531,0.123246094417259,0.0648480894019323,0.0341105247459213,0.0199631105620476,0.357324116687682,0.325642938843804,0.527949556065538,0.261113434579157,0.0579905920082085,0.123292109790575,0.0648480894019323,0.0341105247459213,0.0199640419101942,0.357324116687682,0.325642938843804,0.261189471835013,0.261113434579157,0.291634027488466,0.34600186339669,0.174803923626494,0.122017470501816,0.0912736865835525,0.357324116687682,0.325642938843804,0.302492253284588,0.206952104028778,0.291634027488466,0.34600186339669,0.174803923626494,0.122017470501816,0.0912736865835525
"2",16,16,13,10,13,13,13,13,13,16,16,1,11,13,13,13,13,13,16,16,1,2,0,0,0,0,0,16,16,1,6,0,0,0,0,0,0.331805904586937,0.192203267197567,0.305195305143492,0.131664992225658,0.304054847981303,0.336591020401294,0.0899228062492046,0.0828442985471622,0.110181490810154,0.353647344338231,0.230805815373957,0.149496019859951,0.282762842124494,0.0561975064428194,0.157242607156843,0.039240349664728,0.0376606115122978,0.0189290151544092,0.353647344338231,0.230805815373957,0.329840244126738,0.330544900229785,0.0561975064428194,0.157242596152693,0.039240349664728,0.0376606156883028,0.0189290151544092,0.353647344338231,0.230805815373957,0.394475348095362,0.434765502821146,0.304054847981303,0.336591020401294,0.0899228062492046,0.0828442985471622,0.110181490810154,0.353647344338231,0.230805815373957,0.393953408850668,0.332533406326268,0.304054847981303,0.336591020401294,0.0899228062492046,0.0828442985471622,0.110181490810154
"3",16,16,5,15,13,13,13,13,13,16,16,10,13,13,13,13,13,13,16,16,1,1,0,0,0,0,0,16,16,1,1,0,0,0,0,0,0.174200111722624,0.202953552799469,0.188547593967864,0.372455663430141,0.246104491910948,0.159727770079556,0.140624735626341,0.151619275290876,0.126021221668648,0.321971813677349,0.399298788786655,0.258041572433277,0.227939443089956,0.0717948023170181,0.0305130843618157,0.0212460551885206,0.0528560827877975,0.0133226117554324,0.321971813677349,0.399298788786655,0.43024783422763,0.0823012500985442,0.0718437067497536,0.0305130843618157,0.0213142959009362,0.0529074564158685,0.013324625366594,0.321971813677349,0.399298788786655,0.302784818923938,0.232604110977503,0.246104491910948,0.159727770079556,0.140624735626341,0.151619275290876,0.126021221668648,0.321971813677349,0.399298788786655,0.302784860160053,0.232604110977503,0.246104491910948,0.159727770079556,0.140624735626341,0.151619275290876,0.126021221668648
"4",16,16,16,13,13,13,13,13,13,16,16,16,13,13,13,13,13,13,16,16,16,11,1,0,0,0,0,16,16,16,0,2,0,0,0,0,0.866406009863639,0.291459097201309,0.471953554958492,0.203287511575712,0.14222568334142,0.21295043956944,0.207543698673854,0.112571954931823,0.0855787903536626,0.457419074496869,0.452377825104336,0.307863286286419,0.097747803176969,0.0444404208183778,0.031254583447723,0.0732667863027668,0.0332586339967661,0.0123948570158136,0.457419074496869,0.452377825104336,0.307863286286419,0.0977906521572066,0.0444462267397644,0.031254583447723,0.0732667863027668,0.0332584808158619,0.0123777622945493,0.457419074496869,0.452377825104336,0.307863286286419,0.21358805241917,0.258684105181083,0.21295043956944,0.207543698673854,0.112571954931823,0.0855787903536626,0.457419074496869,0.452377825104336,0.307863286286419,0.203287511575712,0.251297280338665,0.21295043956944,0.207543698673854,0.112571954931823,0.0855787903536626
"5",16,16,10,11,15,13,13,13,13,16,16,13,1,13,13,13,13,13,16,16,6,9,11,0,0,0,0,16,16,6,6,6,0,0,0,0,0.669923233061484,0.3998574348832,0.460813080352374,0.174202784069776,0.245375241860891,0.292236002588288,0.104873239366267,0.119370304006543,0.0753487386946888,0.377761215811166,0.362155701361512,0.345862103280387,0.700987401105614,0.350013296632185,0.111654632974977,0.0246984361880853,0.027787913498181,0.0155862078673799,0.377761215811166,0.362155701361512,0.247475404053795,0.393272325000887,0.0370009297664519,0.111654632974977,0.0246984361880853,0.027787913498181,0.0157131596280491,0.377761215811166,0.362155701361512,0.382850572749681,0.23106780222664,0.395536979052618,0.292236002588288,0.104873239366267,0.119370304006543,0.0753487386946888,0.377761215811166,0.362155701361512,0.382850572749681,0.184008245715291,0.293629396526755,0.292236002588288,0.104873239366267,0.119370304006543,0.0753487386946888
"6",16,16,16,15,1,13,13,13,13,16,16,16,4,13,13,13,13,13,16,16,16,1,9,0,0,0,0,16,16,16,1,1,0,0,0,0,0.410084149037086,0.389048495776816,0.29422861948808,0.220190315131399,0.161589822131561,0.158249380127841,0.124177803756032,0.164506019767738,0.116727576886075,0.135710463361101,0.229055124687245,0.420519402063631,0.286726666741368,0.185373029077051,0.0775316851522754,0.0344677470367819,0.0272118659787589,0.0306101499362757,0.135710463361101,0.229055124687245,0.420519402063631,0.361349835861974,0.0453785098159733,0.0775316851522754,0.0311362955263462,0.0272118659787589,0.0306101499362757,0.135710463361101,0.229055124687245,0.420519402063631,0.258761112015461,0.181914040137889,0.158249380127841,0.124177803756032,0.164506019767738,0.116727576886075,0.135710463361101,0.229055124687245,0.420519402063631,0.258761139888053,0.185373051521295,0.158249380127841,0.124177803756032,0.164506019767738,0.116727576886075
"7",16,16,16,9,14,13,13,13,13,16,16,16,5,12,13,13,13,13,16,16,16,2,9,0,0,0,0,16,16,16,5,1,0,0,0,0,0.32382527265907,0.377617089399268,0.240482853199432,0.152613580051141,0.228133433486139,0.251953091002027,0.202915026623358,0.131421672071032,0.0838693505500264,0.367936263530818,0.243875517798717,0.43829602245797,0.353358366370793,0.26196270635973,0.0498211309714255,0.0483819508889113,0.0325174645551061,0.0306141799226562,0.367936263530818,0.243875517798717,0.43829602245797,0.593491602127139,0.246946903173093,0.0498211309714255,0.0483819508889113,0.0325174645551061,0.0306145023616073,0.367936263530818,0.243875517798717,0.43829602245797,0.32507395746137,0.215472997165601,0.251953091002027,0.202915026623358,0.131421672071032,0.0838693505500264,0.367936263530818,0.243875517798717,0.43829602245797,0.592566874793811,0.334943320752435,0.251953091002027,0.202915026623358,0.131421672071032,0.0838693505500264
"8",16,16,16,6,6,13,13,13,13,16,16,16,12,10,13,13,13,13,16,16,16,6,11,0,0,0,0,16,16,16,1,5,0,0,0,0,0.278449173731119,0.227258400192366,0.333316731247255,0.328744226185102,0.245481871416141,0.296098710910717,0.16349284070552,0.191126567865753,0.147786795239877,0.449439461685275,0.234641412134444,0.380193849034367,0.253246154699361,0.214735060065786,0.0248012050521291,0.0411449405547096,0.0643204078427292,0.0402362252875236,0.449439461685275,0.234641412134444,0.380193849034367,0.321435710165683,0.26932443250387,0.0248012050521291,0.0411449405547096,0.0643204078427292,0.0402360679989328,0.449439461685275,0.234641412134444,0.380193849034367,0.253246154699361,0.355262207179784,0.296098710910717,0.16349284070552,0.191126567865753,0.147786795239877,0.449439461685275,0.234641412134444,0.380193849034367,0.413634149390321,0.316277202739641,0.296098710910717,0.16349284070552,0.191126567865753,0.147786795239877
"9",16,16,16,14,13,13,13,13,13,16,16,16,1,5,13,13,13,13,16,16,16,11,5,0,0,0,0,16,16,16,1,5,0,0,0,0,0.400050045780409,0.284876218752361,0.213763556580176,0.138598711927387,0.297171118953417,0.161199372749803,0.141624282674706,0.109470246635042,0.0989703727409586,0.370563976388617,0.324521874337636,0.237011918782672,0.183493591954724,0.158542855771817,0.0180991621346084,0.0512759423292351,0.0240008107364091,0.031702711257304,0.370563976388617,0.324521874337636,0.237011918782672,0.196966513638978,0.333024687634601,0.0180962345361055,0.0512748404135927,0.0240215399990639,0.0317056865710809,0.370563976388617,0.324521874337636,0.237011918782672,0.20518645601652,0.333024687634601,0.161199372749803,0.141624282674706,0.109470246635042,0.0989703727409586,0.370563976388617,0.324521874337636,0.237011918782672,0.196966513638978,0.333024687634601,0.161199372749803,0.141624282674706,0.109470246635042,0.0989703727409586
"10",16,16,12,16,8,13,13,13,13,16,16,2,16,11,13,13,13,13,16,16,9,16,3,0,0,0,0,16,16,6,16,6,0,0,0,0,0.967759146168155,0.229564757629008,0.539842188807853,0.191384817996808,0.136826144113127,0.144730027998153,0.169967932967315,0.127635946030395,0.0739487351684916,0.925175277584326,0.207102353842808,0.276644908395736,0.334453457680273,0.262796768399408,0.0177462695816642,0.071257687655825,0.0122631047210103,0.0246661186679028,0.925175277584326,0.207102353842808,0.362112058183847,0.334453457680273,0.222110379172248,0.0177462695816642,0.071257687655825,0.0122631047210103,0.0246662336248195,0.925175277584326,0.207102353842808,0.330082887606945,0.334453457680273,0.309438280057926,0.144730027998153,0.169967932967315,0.127635946030395,0.0739487351684916,0.925175277584326,0.207102353842808,0.351349021794924,0.334453457680273,0.203402588632728,0.144730027998153,0.169967932967315,0.127635946030395,0.0739487351684916
"11",16,16,2,6,6,13,13,13,13,16,16,12,11,13,13,13,13,13,16,16,9,5,6,0,0,0,0,16,16,1,5,6,0,0,0,0,0.299289687291633,0.364165838101133,0.304293243911533,0.246647368845633,0.339812574094507,0.185228842326785,0.14442525493426,0.135887912739648,0.0998170605545514,0.171776500229414,0.41800585353732,0.426779668310431,0.253754908257044,0.391709774379323,0.0349625753097032,0.0437161908441778,0.0583516560621469,0.0225558436660916,0.171776500229414,0.41800585353732,0.640579057437303,0.273110170485477,0.0710833618413113,0.0964958756302684,0.0437331534845648,0.0583270748715195,0.0225560184775155,0.171776500229414,0.41800585353732,0.310726336552467,0.289882214286319,0.391709774379323,0.185228842326785,0.14442525493426,0.135887912739648,0.0998170605545514,0.171776500229414,0.41800585353732,0.590520390225566,0.291414456972001,0.391709774379323,0.185228842326785,0.14442525493426,0.135887912739648,0.0998170605545514
"12",16,16,16,16,13,13,13,13,13,16,16,16,16,13,13,13,13,13,16,16,16,16,3,0,0,0,0,16,16,16,16,3,0,0,0,0,1.11484292919418,0.577613199009038,0.248567531696324,0.313220544638553,0.213748812279476,0.219527902847647,0.173212797792638,0.122856420926965,0.0937710374669833,0.499619423377863,0.33827388955821,0.420021877201566,0.572507734316033,0.126325673020562,0.0755883433973628,0.0351386656077792,0.0258130628894945,0.0201859003335403,0.499619423377863,0.33827388955821,0.420021877201566,0.572507734316033,0.126325673020562,0.075584726161235,0.0351389366256875,0.0258130628894945,0.0201859003335403,0.499619423377863,0.33827388955821,0.420021877201566,0.572507734316033,0.249617414839333,0.219527902847647,0.173212797792638,0.122856420926965,0.0937710374669833,0.499619423377863,0.33827388955821,0.420021877201566,0.572507734316033,0.249617396560639,0.219527902847647,0.173212797792638,0.122856420926965,0.0937710374669833
"13",16,16,16,1,11,13,13,13,13,16,16,16,1,1,13,13,13,13,16,16,16,8,11,0,0,0,0,16,16,16,5,1,0,0,0,0,0.256160736989763,0.396992348762056,0.17284521351846,0.28870991531973,0.241870222749224,0.198324917385354,0.151326825333711,0.148085194166916,0.0959142246628938,0.313800036706677,0.494376323382057,0.574615991668253,0.325928785599601,0.363673232850793,0.0266870410291946,0.0355115950978565,0.0348392659558679,0.0189702212816678,0.313800036706677,0.494376323382057,0.574615991668253,0.32592719491885,0.270171427953039,0.0266870410291946,0.0355115950978565,0.034839175472366,0.018969173835857,0.313800036706677,0.494376323382057,0.574615991668253,0.324776300868485,0.453709267450775,0.198324917385354,0.151326825333711,0.148085194166916,0.0959142246628938,0.313800036706677,0.494376323382057,0.574615991668253,0.353637608700399,0.27017097836061,0.198324917385354,0.151326825333711,0.148085194166916,0.0959142246628938
