"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,5,16,16,0.201326674848344,0.160190262004203,0.212454981349756,0.156658043323077,0.208561311200962,0.133497107746925,0.0789115151850774,0.069883774224466,0.11491822879876,0.00345986899872695,0.00562956347349671,0.00189867046345224,0.00851184540233057,0.000300364818631298,0.000577952917840398,0.000408476871795712,0.00168437364057896,0.00047541953674814,0.00817921149827525,0.00353669211048165,0.00669760088711393,0.00644073373047342,0.00235294251265393,0.0653084661459843,0.026456408156729,0.00222139310600778,0.00450300347065301
"2",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0.871673465989223,0.353444961373132,0.447864436694204,0.281448655728574,0.211069485359866,0.169350557445989,0.115599980073302,0.108433717505496,0.102635911945664,0.110300137146385,0.0510135797176556,0.00213944905865055,0.00276846708839002,0.00497773168850988,0.00255742598335168,0.000528451121015003,0.000755269312972888,0.000178586836514888,0.109675069116705,0.0652401457032793,0.0172012627464303,0.00990663223686235,0.0182372929161414,0.0035786284297659,0.00257458472330212,0.00351635415990617,0.000529878302623608
"3",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0.208714286055408,0.307478851047548,0.472060408841126,0.203255468799413,0.110683546862573,0.121246760833494,0.141293691661962,0.0931841566463888,0.0807319121044321,0.0104652869010156,0.00970783331218605,0.0132066460598029,0.0294668893012102,0.00163702999163238,0.000804938046840502,0.000778167009183255,0.00259996055333423,0.000350136895527703,0.0165570885516376,0.06414467389082,0.0172563818841419,0.00884281476974935,0.00362223250705991,0.00226075020357312,0.00239980618804149,0.00363119415491041,0.00149279620931326
"4",16,16,16,16,16,16,16,16,16,15,16,16,13,16,16,16,16,16,0.08818004897834,0.142992233599102,0.319674908942002,0.0932262114218075,0.276414425714346,0.0940292689194785,0.150787978245068,0.082560121334089,0.105813131373114,0.0349647804754504,0.0333839174944712,0.0158445692185251,0.00155451016110969,0.00749107102139068,0.00063199133073691,0.000629404770959051,0.000233091296793508,0.000418882947905612,0.0899613250705721,0.0465324938212388,0.0177697091481504,0.030751642734035,0.020842847775545,0.00130721065917122,0.0013741470743977,0.00178835313793774,0.000514063558261433
"5",16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,0.317811326799217,0.298205910455744,0.0999922051325931,0.220803181147553,0.232333801307701,0.147174767934046,0.116662027141472,0.0969558590589784,0.0815321405106326,0.0697245061097798,0.000869808925613704,0.0200600709130359,0.000917134888631261,0.00273266236256272,0.00276172177811858,0.000444041709118409,0.000331014737026017,0.000264547122699311,0.0764732830355618,0.0912667694955916,0.0252690760291575,0.00680164685104992,0.00816072927906209,0.00431898717945765,0.000857709306278778,0.000666941131870968,0.000588950818284717
"6",16,16,16,16,16,16,16,16,16,16,15,16,13,16,14,16,16,16,0.615241969835205,0.159139320108924,0.224656502302127,0.162591731996701,0.220416037880941,0.2585133876569,0.111278946062989,0.0735473699845964,0.0777615757870051,0.00437963514845348,0.0271037496921388,0.00123298394793253,0.00904304880871745,0.000347355021935555,0.000672518296209102,0.00119964314097024,0.000560166185733326,0.000544081162046248,0.0264549029595731,0.290711540299869,0.023649898046948,0.191385966749365,0.00624055682874571,0.0641037137183316,0.00215980692245552,0.00090808282326134,0.000656201229877429
"7",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,1.09527781658525,0.184462646207817,0.262464533657521,0.263492165050162,0.169772717791363,0.148051966721413,0.185910906643547,0.141673077738485,0.1061063861109,0.0114008023015239,0.001269917908881,0.00425919081386548,0.00669058633198561,0.00454145223335117,0.000488879037011167,0.000756652149072315,0.000264383895496523,0.000238779014492035,0.15015832550882,0.0147009680603811,0.00698288744544228,0.00704413790878694,0.0316422278027479,0.0021194766217998,0.00194541855267895,0.000300637993209818,0.0308986253286874
"8",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,0.590587182760667,0.192365230207253,0.286455906053194,0.544968225507388,0.192903548324219,0.152631161814396,0.160550362806545,0.133846981606218,0.0841287583129958,0.0658712780872634,0.0132750098608868,0.00232962475419969,0.00440519839051054,0.000553855260967711,0.00106521884998536,0.000369721604229841,0.000635184286591449,0.000404229232272415,0.0608332114278559,0.0281001596510932,0.0134192721008954,0.0268133804871678,0.00407051139797568,0.00484233828348959,0.00134580348943576,0.193511166142153,0.000803516816786127
"9",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0.17444151398816,0.119582750773628,0.119278893009343,0.0762503908233894,0.0878660006057341,0.156979191448669,0.0660082184142789,0.0916388813029518,0.118400611219162,0.0194705206891865,0.00248964336279309,0.029842149786455,0.0165096877391921,0.000897393792411075,0.00096547877139123,0.000576780304099722,0.000471805041022749,0.000180624999807197,0.0111210802568862,0.0159212689057745,0.17162638436702,0.0204024876109473,0.00860886432154402,0.00571288055655903,0.00208467443349036,0.00152004173738277,0.000682548320666494
"10",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,0,0.47092516702852,0.251243672679341,0.304016297287698,0.0815902453073473,0.210332034478402,0.216269860522478,0.10410766583827,0.105847179949786,0.0642163862562171,0.0206779920271262,0.0014083127054043,0.00515583968039162,0.00807294523610705,0.00210407978234075,0.00464828833144894,0.000499295576337801,0.00286923666291607,0.000335659151186294,0.021876811885261,0.0034625584053483,0.0077945812334641,0.00929948881088086,0.00681628790955256,0.015984722650581,0.00252231804376992,0.0267065821260949,0.0793934108244622
