"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81"
"67",2,13,13,13,0,0,0,0,0,9,13,13,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333967506416635,0.409468136340006,0.391486729872117,0.136247267291452,0.331470836506435,0.254968865620592,0.205832632919412,0.113788755257674,0.129628074696286,0.423507681288481,0.121391982371215,0.0619097596428221,0.06914525418415,0.331470836506435,0.254968865620592,0.205832632919412,0.113788755257674,0.129628074696286,0.790040678174922,0.121391986993844,0.0619097596428221,0.0691452473180373,0.331470836506435,0.254968865620592,0.205832632919412,0.113788755257674,0.129628074696286,1.88533268359592,0.409468136340006,0.391486729872117,0.136247267291452,0.331470836506435,0.254968865620592,0.205832632919412,0.113788755257674,0.129628074696286,0.614556069686599,0.409468136340006,0.391486729872117,0.136247267291452,0.331470836506435,0.254968865620592,0.205832632919412,0.113788755257674,0.129628074696286
"68",14,8,0,13,0,13,0,0,0,1,10,0,13,0,13,0,0,0,3,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0.407396937912346,0.27093291358954,0.291442353950691,0.101245599622004,0.114877110816749,0.272080256629587,0.132219626744877,0.209094950364056,0.106148003289729,0.365498571249874,0.398375777645732,0.291442353950691,0.039436269806148,0.114877110816749,0.0571967532646327,0.132219626744877,0.209094950364056,0.106148003289729,0.291022815678931,0.399339195635622,0.291442353950691,0.0394354362317076,0.114877110816749,0.0571967532646327,0.132219626744877,0.209094950364056,0.106148003289729,0.347380569771475,0.395449012383017,0.291442353950691,0.101245599622004,0.114877110816749,0.272080256629587,0.132219626744877,0.209094950364056,0.106148003289729,0.214168085255857,0.395448690793465,0.291442353950691,0.101245599622004,0.114877110816749,0.272080256629587,0.132219626744877,0.209094950364056,0.106148003289729
"69",5,7,13,0,13,0,0,0,0,10,5,13,0,13,0,0,0,0,5,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0.731830608886467,0.444658716510951,0.401352537686179,0.258170243662949,0.175318061959722,0.199483003461568,0.155912144673373,0.126499953920897,0.0760568789963707,0.591139141724485,0.742751686898765,0.0727165839173458,0.258170243662949,0.0836166333040633,0.199483003461568,0.155912144673373,0.126499953920897,0.0760568789963707,0.617402547236555,0.550321046325431,0.0727165839173458,0.258170243662949,0.0836165994391601,0.199483003461568,0.155912144673373,0.126499953920897,0.0760568789963707,0.590292600081811,0.683952420053401,0.401352537686179,0.258170243662949,0.175318061959722,0.199483003461568,0.155912144673373,0.126499953920897,0.0760568789963707,0.838756489293254,0.52529836926034,0.401352537686179,0.258170243662949,0.175318061959722,0.199483003461568,0.155912144673373,0.126499953920897,0.0760568789963707
"70",11,9,13,13,13,0,13,0,0,1,13,13,13,13,0,13,0,0,11,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.269068847392913,0.281445673659526,0.467606389509645,0.218092501611224,0.440390243016947,0.216138919505832,0.115924329367571,0.106690671282144,0.0951077140256408,0.579726549853384,0.506552631577737,0.129081175284567,0.0580850318622934,0.0454008237494236,0.216138919505832,0.0535270245227062,0.106690671282144,0.0951077140256408,0.424251664669174,0.112975998959468,0.129081175284567,0.0580850318622934,0.0454008237494236,0.216138919505832,0.0535481219612214,0.106690671282144,0.0951077140256408,0.505462552370527,0.355461105086989,0.467606389509645,0.218092501611224,0.440390243016947,0.216138919505832,0.115924329367571,0.106690671282144,0.0951077140256408,0.424251664669174,0.353255978816953,0.467606389509645,0.218092501611224,0.440390243016947,0.216138919505832,0.115924329367571,0.106690671282144,0.0951077140256408
"71",4,10,5,13,13,0,0,0,0,4,13,5,13,13,0,0,0,0,9,10,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0.576037734084733,0.408681228459109,0.511138235611438,0.371191836082534,0.240231014929996,0.098804924985399,0.147275986768272,0.0865701292562217,0.0758468104387678,0.701301094128834,0.235534970055084,0.412258711156208,0.154483827433982,0.0517224585580164,0.098804924985399,0.147275986768272,0.0865701292562217,0.0758468104387678,0.547313309166365,0.0939331158092959,0.412258711156208,0.154478038874649,0.0517224585580164,0.098804924985399,0.147275986768272,0.0865701292562217,0.0758468104387678,0.435982389558506,0.235534981117578,0.243630152044776,0.371191836082534,0.240231014929996,0.098804924985399,0.147275986768272,0.0865701292562217,0.0758468104387678,0.343785025019642,0.408681228459109,0.412258711156208,0.371191836082534,0.240231014929996,0.098804924985399,0.147275986768272,0.0865701292562217,0.0758468104387678
"72",16,13,13,13,13,0,0,0,0,16,13,13,13,13,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.444078954681049,0.660253925552243,0.489448180148059,0.334466057666781,0.195618500869167,0.246279815697522,0.173645255066487,0.0801297957642988,0.10844842328569,0.623256387943024,0.225847142081396,0.273972607794923,0.0909461010245255,0.0962380354353832,0.246279815697522,0.173645255066487,0.0801297957642988,0.10844842328569,0.623256387943024,0.225847091878042,0.273972493488425,0.0909544622178479,0.0962380354353832,0.246279815697522,0.173645255066487,0.0801297957642988,0.10844842328569,0.623256387943024,0.660253925552243,0.489448180148059,0.334466057666781,0.195618500869167,0.246279815697522,0.173645255066487,0.0801297957642988,0.10844842328569,0.623256387943024,0.660253925552243,0.489448180148059,0.334466057666781,0.195618500869167,0.246279815697522,0.173645255066487,0.0801297957642988,0.10844842328569
"73",16,13,13,13,13,0,0,0,0,16,13,13,13,13,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.362435074950022,0.67162828642888,0.332485480481132,0.352582907819562,0.233221727697233,0.189203361810599,0.142024086887938,0.132612386740998,0.0888793310481262,0.169157872734697,0.359602797415442,0.117494846267383,0.168887843791876,0.0517559152782677,0.189203361810599,0.142024086887938,0.132612386740998,0.0888793310481262,0.169157872734697,0.359959319233052,0.117494846267383,0.168891069113758,0.0518207029678655,0.189203361810599,0.142024086887938,0.132612386740998,0.0888793310481262,0.169157872734697,0.67162828642888,0.332485480481132,0.352582907819562,0.233221727697233,0.189203361810599,0.142024086887938,0.132612386740998,0.0888793310481262,0.169157872734697,0.67162828642888,0.332485480481132,0.352582907819562,0.233221727697233,0.189203361810599,0.142024086887938,0.132612386740998,0.0888793310481262
"74",15,13,13,13,13,13,0,13,0,10,13,13,13,13,13,0,13,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.703832666198607,0.68872162976613,0.358498784187296,0.25168869185218,0.195292195083894,0.150651052200063,0.152724179691103,0.143913997616516,0.119646299232352,0.586586502941616,0.395784346177678,0.262163967700308,0.0982066366101028,0.0612378922376208,0.0574261674139436,0.152724179691103,0.0327589318922727,0.119646299232352,0.137356142782032,0.395784346177678,0.262163967700308,0.0982066366101028,0.0612378918476867,0.0505244932907572,0.152724179691103,0.0327589832759331,0.119646299232352,0.261857658135587,0.68872162976613,0.358498784187296,0.25168869185218,0.195292195083894,0.150651052200063,0.152724179691103,0.143913997616516,0.119646299232352,0.46832606703803,0.68872162976613,0.358498784187296,0.25168869185218,0.195292195083894,0.150651052200063,0.152724179691103,0.143913997616516,0.119646299232352
"75",16,13,13,0,0,0,0,0,0,16,13,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.360978589076031,0.457586306476223,0.455162479023121,0.268478362632943,0.139437868171585,0.164356710620779,0.147927899258789,0.0909876770626628,0.0736074800238002,0.301074467557008,0.182116193834404,0.226147896693328,0.268478362632943,0.139437868171585,0.164356710620779,0.147927899258789,0.0909876770626628,0.0736074800238002,0.301074467557008,0.182110908474087,0.226130667249045,0.268478362632943,0.139437868171585,0.164356710620779,0.147927899258789,0.0909876770626628,0.0736074800238002,0.301074467557008,0.457586306476223,0.455162479023121,0.268478362632943,0.139437868171585,0.164356710620779,0.147927899258789,0.0909876770626628,0.0736074800238002,0.301074467557008,0.457586306476223,0.455162479023121,0.268478362632943,0.139437868171585,0.164356710620779,0.147927899258789,0.0909876770626628,0.0736074800238002
"76",16,4,0,13,13,0,0,0,0,16,3,0,13,13,0,0,0,0,16,10,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0.64381660989474,0.545757693452398,0.360000328259707,0.292086701351683,0.261506669804454,0.234148162302133,0.145851573562998,0.115014725328019,0.0967414465135732,0.652983539188428,0.534718000485141,0.360000328259707,0.0907388119888197,0.151781111138474,0.234148162302133,0.145851573562998,0.115014725328019,0.0967414465135732,0.652983539188428,0.604153997596513,0.360000328259707,0.0907388119888197,0.151781111138474,0.234148162302133,0.145851573562998,0.115014725328019,0.0967414465135732,0.652983539188428,0.387097360611367,0.360000328259707,0.292086701351683,0.261506669804454,0.234148162302133,0.145851573562998,0.115014725328019,0.0967414465135732,0.652983539188428,0.476694946852896,0.360000328259707,0.292086701351683,0.261506669804454,0.234148162302133,0.145851573562998,0.115014725328019,0.0967414465135732
