"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",3,3,3,2,2,2,3,3,3,3,2,2,0.187484924196615,0.123591028922594,0.0731173336944832,0.0580019466585579,0.0267034775555398,0.0191481147889759,0.38977611055769,0.290961053561013,0.34432389304893,0.00124732065774584,0.000896038376889788,0.000114284711714842,0.383316715785991,0.289361416269242,0.353274459789091,0.316796218774494,0.000314455508915655,0.000146369586048342
"2",3,3,2,2,2,2,3,3,3,2,2,2,0.182685604584349,0.127119944641389,0.0586881997428156,0.0336927145504217,0.0285068780260936,0.0282335553792751,0.325793836333314,0.256504061573126,0.000154666533252248,0.000166654462739193,0.000153826882149487,0.000193518029903734,0.317250071305151,0.267965988974261,0.319442160332396,0.000248316323220134,0.000197599212136011,0.000355647533901769
"3",3,3,3,2,2,2,3,3,3,3,2,2,0.10182085506778,0.0929319029467771,0.096516466984405,0.0412314730835312,0.0257832304968154,0.0207821069531256,0.335384005693956,0.274220071178048,0.309129520274111,0.000143827163526596,0.000123060569749346,0.000291425713789256,0.33433057601036,0.272653783816312,0.309082252303526,0.297382901050631,0.000227731742992796,0.000332434222667807
"4",3,3,3,2,2,2,3,3,3,2,2,2,0.432603280833961,0.269116677571909,0.0669005236317613,0.0314400030807784,0.0250797334596435,0.0213444206749282,0.346180681002656,0.381304682816996,0.304449903799391,0.000166582437349675,0.000209716632054565,0.000603877328466608,0.339091385086594,0.374764177770531,0.304221326745531,0.000243396366784219,0.000692320928020791,0.000619974422643691
"5",3,3,2,2,2,2,3,3,3,2,2,2,0.115041177128441,0.0765353101967819,0.067484143111269,0.0381668788587581,0.0292506765051329,0.026516001604766,0.237797471651467,0.221705250664519,0.00043779628766646,0.000358765064441741,0.000786922894626508,0.00010843876794795,0.228195738186689,0.229455267793445,0.314480050143861,0.000763106337818144,0.00113539140883486,0.000121021379531322
"6",3,3,2,2,2,2,3,3,3,3,2,2,0.151218207537942,0.160125074383319,0.048412034285664,0.0316617211431491,0.0254962047979897,0.0237524594567582,0.275769383628836,0.380163155511559,0.000256235158093685,0.000158988358558769,0.000111246368774265,0.000185597236444492,0.337451311376053,0.380299590590428,0.263611512483609,0.288497788568883,0.000186401566916082,0.000253840445654246
"7",3,3,2,2,2,2,3,3,3,2,2,2,0.272796731620456,0.218177705454587,0.0698773947447496,0.0388884567912699,0.0248098137364944,0.0290413769484233,0.326266287813893,0.421880245196722,0.000222493357626768,0.000445872547087305,0.000194647733139792,0.000261842266696422,0.331966665325236,0.442179468743689,0.32904271194241,0.000484911805074281,0.000338407578063737,0.00016528499196013
"8",3,3,3,2,2,2,3,3,3,3,2,2,0.127374589651538,0.117966799313818,0.0644640511049478,0.0356398421065824,0.0409563844997492,0.0230750776173369,0.207969327805323,0.341912681203226,0.267367993084426,0.000160714939766525,0.00021558906557421,0.000132509207519336,0.222952945715761,0.349356355034403,0.273669422781535,0.272737957243842,0.000295333965472306,0.000387156124861639
"9",3,3,2,2,2,2,3,3,3,2,2,2,0.37773927935315,0.194820184135821,0.0594671651273819,0.0345582516803833,0.0275953001220891,0.0209127877759991,0.467590597864767,0.311880925805262,0.000662164395023379,0.000359356829969864,0.000326939264731521,0.000372693356664775,0.442017473415829,0.311025750148534,0.314165164507514,0.000833043072873893,0.000557836399037264,0.000680908679984827
"10",3,3,2,2,2,2,3,3,3,2,2,2,0.22632776780807,0.158534930559345,0.0728418090161126,0.0484313678093208,0.0390105692395242,0.0195221857436374,0.367292758517383,0.29230540930376,0.000199858364089809,0.000170729175327364,0.000521440196205101,0.000137939945941906,0.365592289543337,0.292642059675888,0.31789727404512,0.000311590263412689,0.000552971890463099,0.000198283439552789
"11",3,3,2,2,2,2,3,3,3,2,2,2,0.142048021621061,0.13484645046298,0.0700410400962724,0.0463596470543476,0.0279754704678552,0.0207718489575779,0.274761774725411,0.36171855812618,0.00020537589444967,0.000172999059275754,0.000153287185942795,0.000377274400138611,0.273892068045798,0.358173657855088,0.296352486287328,0.000475597982767989,0.00112888927054965,0.000456158714167674
"12",3,3,2,2,2,2,3,3,3,2,2,2,0.157405242368068,0.119126477588323,0.0624012750386094,0.0346911609529649,0.0308155921627877,0.0280866195411981,0.294985584583607,0.288567079936386,0.000352340897279357,0.000193520448547903,0.000216824471480964,0.000418433374527824,0.29400649954567,0.288572068673816,0.291098370278382,0.000381681264048241,0.000949372461526861,0.000473457416590979
"13",3,3,2,2,2,2,3,3,3,2,2,2,0.165534318907338,0.108725662555625,0.0662573150094709,0.0350213759902202,0.0267680240906617,0.024081731387077,0.324755318855545,0.23110568937678,0.000174331422688006,0.00090948273711887,0.000153692575704463,0.000527207109459254,0.319494869603027,0.225144366103139,0.274522290300594,0.00234048941016519,0.000216597534779564,0.000553723641018288
"14",3,3,2,2,2,2,3,3,3,2,2,2,0.126399713617054,0.13573080605382,0.0598846746382556,0.0426624396211269,0.0255934381839329,0.0170974643751508,0.153299742478757,0.243969642206706,0.000869041783248323,0.000195701004791202,0.000135332270197358,0.000129385383794726,0.157198660139217,0.246501327212242,0.281227971669215,0.000494941041586381,0.000190657685115894,0.000158162373624174
"15",3,3,2,2,2,2,3,3,3,2,2,2,0.211690201593214,0.0862968068919107,0.0523074937669301,0.034061293042615,0.0384376734482979,0.0217852462390969,0.346595765586947,0.326777932106563,0.00021352301708493,0.000809224606976782,0.000259689292658954,0.000227736501083028,0.357427075857913,0.329194864935547,0.257489955107306,0.00111268832767178,0.000295504644568462,0.000242363614393814
"16",3,3,2,2,2,2,3,3,3,3,2,2,0.238886342494564,0.141346505683637,0.102034743718074,0.0370372533779663,0.0241304484666883,0.0247883997334916,0.313907681452296,0.328844225780329,0.000627730632805262,0.000385400720272226,0.000453582455892498,0.000416931780387166,0.3131172545191,0.329641818347008,0.329446314633003,0.278564180873244,0.000480228197110844,0.000499022664760819
"17",3,3,2,2,2,2,3,3,3,2,2,2,0.174397172676188,0.097480407393893,0.0735793030946433,0.0382506738704425,0.0240972032794851,0.0233857396179564,0.26459529331763,0.258700627378719,0.000202983062160384,0.000236222151266783,0.000200466441318015,0.000154876871253096,0.285004792820515,0.257818664755653,0.323135976372077,0.000296367030923741,0.000244177298908867,0.000666303376713547
"18",3,3,3,2,2,2,3,3,3,2,2,2,0.342628113367541,0.182629784246458,0.0695005070575782,0.0444973190964365,0.0259446902404356,0.0236621144972282,0.319647580773777,0.391044938741203,0.27962707196135,0.000147767771097375,0.000150233638855274,0.000157313815840233,0.300074268007934,0.38644017525652,0.280490600110956,0.000204312818742488,0.000199390839372601,0.000322895223466977
"19",3,3,3,2,2,2,3,3,3,2,2,2,0.349397100853667,0.0660814054416051,0.05836165989561,0.049389906775542,0.0242700634018055,0.0229199134395388,0.343819770159191,0.226374643053613,0.301730031548387,0.000156619691742184,0.000157855495442996,0.000128517813589266,0.341766077065623,0.233983842687836,0.301827327951454,0.000214098472290838,0.000177023963103835,0.00017526117715566
"20",3,3,2,2,2,2,3,3,3,2,2,2,0.223045607723223,0.054983563796268,0.0582760598909744,0.0398113909336926,0.0314120375337623,0.0207987379580703,0.331104730526395,0.260234938453165,0.000314264096113816,0.000142771981640884,0.000621517804031854,0.000141561261019824,0.340445023860109,0.260257486060307,0.31639468804781,0.000352783611876759,0.00156202024905816,0.000223484273910433
"21",3,3,2,2,2,2,3,3,3,2,2,2,0.117362057561988,0.124345418643024,0.0553532254526109,0.0353786797484455,0.0300536223667476,0.0179080070375737,0.258258653402878,0.211659897694181,0.000317750678664759,0.000180735709400868,0.000133390402949016,0.000145983817079613,0.25316488818696,0.213714281572871,0.263795396919331,0.000271763569140453,0.000269784983822481,0.000162270786163121
"22",3,3,2,2,2,2,3,3,3,2,2,2,0.351656160101653,0.114487521125934,0.111767825424875,0.0274434686618026,0.0238428520863137,0.0214910801836967,0.363378422109268,0.265808549821751,0.000439564586165687,0.000503757815942554,0.000152209727185562,0.000315565714419333,0.364773232079924,0.264316314788278,0.348117366125895,0.000718047555176433,0.000329159878426518,0.000335925470911158
"23",3,3,3,2,2,2,3,3,3,2,2,2,0.332475351906135,0.146129631747566,0.0568913970544249,0.0434509051609126,0.0295760545081697,0.0281341329410166,0.401229413432855,0.270957511711576,0.260910397661605,0.0026514625965209,0.000840068094156322,0.00018530228755027,0.40911990154958,0.272655745498477,0.260880797241549,0.00284785366353178,0.000917553982922771,0.000219027045832891
"24",3,3,2,2,2,2,3,3,3,2,2,2,0.145566898959879,0.119433194556438,0.0695707463958122,0.0365095512637747,0.0388310367584771,0.0163777483828319,0.256142338017361,0.322937176422599,0.000207050729413093,0.000333528638595406,0.000169460907334576,0.000179051711918679,0.280070743365271,0.337267678323598,0.261564385739099,0.000392078570325862,0.00181622607537362,0.000288373418356928
"25",3,3,3,2,2,2,3,3,3,2,2,2,0.145931400941873,0.120459331368923,0.0645043566300321,0.0377136715056933,0.0365485155751248,0.0238291290577191,0.268308455427312,0.320182333681834,0.345687565059686,0.000201997110224141,0.000120168900158797,0.00137705658006205,0.30036929433008,0.338150582508121,0.341927518072001,0.000418711990730634,0.000164104497567152,0.00139180476897124
"26",3,3,3,2,2,2,3,3,3,2,2,2,0.212830332176563,0.170524739608456,0.0690916871726897,0.0367167075975097,0.0267139535011053,0.0260622368857559,0.416722889734642,0.292916294651216,0.261957837598445,0.000191136985736723,0.000553416549833682,0.000149794758504202,0.429758776621202,0.293923029317933,0.26897960510301,0.000387821914979256,0.000593623629121418,0.000215933856370684
"27",3,3,2,2,2,2,3,3,3,2,2,2,0.119304481291835,0.123341277813164,0.0483062646816311,0.0336018792752769,0.0218668608386744,0.0266109623268958,0.274639734171725,0.298948923697858,0.00116583897392437,0.000171717591081194,0.000152330775394987,0.000258676082523852,0.272986226276384,0.296862182437327,0.289077634766192,0.00123969263817038,0.000191304575666298,0.000349427173157493
"28",3,3,2,2,2,2,3,3,3,2,2,2,0.315838072527174,0.0712940374687633,0.0709453371856484,0.0341490262267935,0.0348935244974615,0.0213426523198481,0.340822773271005,0.201922168747478,0.000241067479748445,0.00152046587137837,0.000246784089216306,0.00019137070216716,0.353259937250282,0.195740045588491,0.265416324175077,0.00155831907809451,0.000496001950633821,0.000269422328145149
"29",3,3,2,2,2,2,3,3,2,2,2,2,0.160944952788118,0.132624102313143,0.0423837187377908,0.0435286832105572,0.0289455553390373,0.0246911930572784,0.383999137822833,0.313989422873781,0.000979272400364161,0.000851226213921553,0.000214816258505398,0.000269205644354847,0.391112810638882,0.310453469605504,0.00110523304914099,0.000904273629457217,0.000263501040195788,0.000302810047267771
