"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",3,3,3,1,1,1,1,12,12,12,12,12,3,3,1,1,1,1,1,1,1,1,1,12,0.533595058841469,0.816222534331006,1.01647306986454,0.641006614663528,0.543340715468741,0.579109887164719,0.571193185845934,0.518803404806803,0.49076378889226,0.488672727857238,0.500928327809059,0.457057249409448,1.23674285050802,0.903623301060494,1.16371434808167,0.641006614663528,0.543340715468741,0.579109887164719,0.571193185845934,0.141400561301423,0.100935774651246,0.0897054786766196,0.117978823112599,0.177144197080637,1.4333690688503,0.768199728442924,0.890052095921804,0.724208297513636,0.634430879383842,0.581090627055448,0.553983681404717,0.591784687120896,0.628406618355263,0.545622690033053,0.56123049141491,0.104751157891653
"2",3,3,1,1,1,1,12,1,1,12,12,12,3,3,3,1,1,1,1,1,1,1,1,1,0.445291875932955,0.95297198632892,0.694628065352888,0.624825762363312,0.656455586208783,0.53549558221368,0.529478893618059,0.623968119838062,0.527432695779058,0.554799191561519,0.500170362231277,0.476139456481717,0.66094806079785,1.28126712209085,0.694628065352888,0.624825762363312,0.656455586208783,0.53549558221368,0.106199110177031,0.623968119838062,0.527432695779058,0.130960027150337,0.0986465814995668,0.23709069655338,0.609975612587511,1.07358728412091,1.16424267937738,0.77800018968356,0.702583403216455,0.567311375909855,0.637243795048667,0.704246208908964,0.589648642906291,0.584268149323353,0.578608589411613,0.525674191450757
"3",3,3,3,1,1,1,1,1,12,12,12,12,3,3,3,1,1,1,1,1,1,1,1,12,1.2646857786581,0.716310280475764,0.74249322820192,0.701192993391313,0.737994541693633,0.566447420910784,0.526907942615044,0.580062042900466,0.5303936253162,0.532037544005701,0.521880599894295,0.494892939726932,1.76757464695261,0.903917716205676,1.09002742882735,0.701192993391313,0.737994541693633,0.566447420910784,0.526907942615044,0.580062042900466,0.15171276334208,0.0856971810713109,0.116400328387819,0.0830277218579299,1.91932771048259,0.900667418515863,1.09140049824591,0.789366684998532,0.810246997177696,0.627597547774743,0.57861125752982,0.633273166191959,0.634877698706434,0.603485737798374,0.500492470735135,0.22603607175564
"4",3,3,2,1,1,1,1,12,12,12,12,12,3,3,3,1,1,1,1,1,1,1,12,12,1.2616711653274,0.874002132458549,0.674600152480718,0.69987323096055,0.53694608039065,0.522024355235784,0.547409454731466,0.618827111723759,0.494245827827522,0.465848344350265,0.517687054758942,0.514715658839455,1.78637211655063,1.1993256371287,0.191997946064118,0.69987323096055,0.53694608039065,0.522024355235784,0.547409454731466,0.105992997288144,0.139557299031012,0.0876772350311479,0.101737276029235,0.154728127815807,2.00439108676351,1.20654456155865,1.09161332840716,0.877043340672272,0.668553321325633,0.691370152363867,0.675312896628547,0.618900676000409,0.57207358833942,0.539993679739676,0.13474413732155,0.152208344979893
"5",3,3,1,1,1,1,1,12,12,12,12,12,3,3,3,1,1,1,1,1,1,1,1,12,1.11438625428066,1.04292279208056,0.639140592610986,0.724233961925223,0.656771134388723,0.631669358840418,0.587805472476741,0.656328406875499,0.589256973710651,0.524029985418584,0.481457670479553,0.504850630994876,1.75722266563103,1.22236667248326,0.639140592610986,0.724233961925223,0.656771134388723,0.631669358840418,0.587805472476741,0.154072510507387,0.140124059526113,0.181293301049248,0.0943075403568775,0.111728171825779,1.62363266123154,1.48310906935057,1.05498627306564,0.821782394424005,0.75771529676396,0.697213941481415,0.638469837146594,0.666344024661408,0.6393223677396,0.634466499207046,0.522267032553456,0.142798245043487
"6",3,1,3,1,1,1,1,1,1,12,12,12,3,3,1,1,1,1,1,1,1,12,12,12,2.93207894454706,0.654652288869793,0.826608448681433,0.655862907054114,0.582027335329682,0.563879326314387,0.58493866069186,0.549792353540754,0.475631262281664,0.532438143234097,0.511789483159191,0.505096314900773,1.81655271549862,0.654652288869793,1.06250258975971,0.655862907054114,0.582027335329682,0.563879326314387,0.58493866069186,0.549792353540754,0.475631262281664,0.0918290595067829,0.111767383176067,0.085021803830866,1.6171565001153,1.19963304977941,0.920994848813808,0.71691674055947,0.6643190853389,0.610762692915037,0.732408722211137,0.59168089821659,0.493026310023388,0.0999686948550963,0.113743980432412,0.108112577071601
"7",3,3,1,1,1,1,12,1,1,12,12,12,3,1,1,3,1,1,1,1,1,1,1,12,0.638583591786286,0.825283816747738,0.90511201762066,0.711068847271793,0.578055411750303,0.507955157179492,0.565037413249223,0.485786999138226,0.530573664050399,0.544631390040207,0.505319125133424,0.507228098243719,1.0212710366179,1.12470404208769,0.90511201762066,0.711068847271793,0.578055411750303,0.507955157179492,0.163309613230066,0.485786999138226,0.530573664050399,0.229991852798799,0.111334365411367,0.204326659277969,1.58892521397666,1.07513419974161,1.29199043532297,1.18090934860565,0.599204932844284,0.587022728721539,0.600716667822518,0.56777539074767,0.664134095824975,0.586632570443124,0.545433745964883,0.0940114118858192
"8",3,3,1,1,1,1,1,12,1,12,12,12,3,3,1,1,1,1,1,12,1,1,12,1,1.69266404586854,0.864708498470054,0.847309018067299,0.541374755164817,0.521076938837521,0.556884184702749,0.579619620176701,0.510033452509581,0.504615615775545,0.444895366614773,0.466493284142465,0.464472911296357,1.56395179334951,1.00860137054282,0.847309018067299,0.541374755164817,0.521076938837521,0.556884184702749,0.579619620176701,0.277997052018899,0.504615615775545,0.0568828461297781,0.131794253300939,0.0773263061646037,1.88900417273383,0.934021846310118,1.16499824537357,0.645069638449811,0.592241652695655,0.624315030946719,0.702319680125885,0.239027576820488,0.599624677823706,0.467945817861059,0.140496822242242,0.511637175033167
"9",3,3,1,1,1,1,1,1,12,12,12,12,1,3,1,1,1,1,1,1,1,1,12,1,1.20643049797941,0.701883242342274,0.907454337573805,0.534613401535703,0.777822539225621,0.657614909704938,0.55600901923386,0.556312546601058,0.484709103203795,0.504638983493089,0.504958031174545,0.521712479930315,1.3669309792556,1.24937989314492,0.907454337573805,0.534613401535703,0.777822539225621,0.657614909704938,0.55600901923386,0.556312546601058,0.181380579544685,0.098333802773127,0.0997616451850208,0.112793276199183,1.2593289116058,1.15480496324967,0.822884485693392,0.574796422068537,0.853758308604722,0.731478750254758,0.600060551960684,0.655993667022533,0.588442411792367,0.541963668634361,0.152787849346503,0.616864548058941
"10",3,1,1,1,1,1,1,1,12,12,12,12,3,3,1,1,1,1,12,1,12,12,1,1,0.871758815730082,0.529236108031946,0.991253167730509,0.78141023427961,0.649524373110304,0.638968254106832,0.551464213574449,0.514684422195798,0.499530148072898,0.475814076919229,0.552740627582245,0.547276348408116,0.749788996776092,0.529236108031946,0.991253167730509,0.78141023427961,0.649524373110304,0.638968254106832,0.551464213574449,0.514684422195798,0.115388921546504,0.105573125687634,0.121062385282381,0.0970145174718212,0.72549275999023,0.84607137449263,1.05773776837253,0.952735549240996,0.781852533123633,0.787505131801739,0.163343693924208,0.634658236446087,0.142892999895184,0.171587249011678,0.623150071265939,0.607099225264654
