"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1.18950752583222,0.210769517727484,0.235335740047692,0.250633622319434,0.278108554992338,0.199054647097927,0.170894727754813,0.184543914865692,0.15992554672555,0.148836538341747,0.193502333132802,0.164030814101025,1.18950752583222,0.210769517727484,0.235335740047692,0.250633622319434,0.278108554992338,0.199054647097927,0.170894727754813,0.184543914865692,0.15992554672555,0.148836538341747,0.193502333132802,0.164030814101025,0.374026549267658,0.299584235939812,0.281580127654756,0.712404745038713,0.28245962408482,0.177249036145106,0.217813311078439,0.169915593901507,0.239603502121066,0.170727484460747,0.220798435041246,0.200085773298382
"2",1,1,12,1,1,1,1,1,1,1,1,1,1,1,12,12,1,1,1,1,1,1,1,1,0.611048499672953,0.488315807424057,0.236255193202503,0.203505717766497,0.284383609629255,0.218218764201609,0.200455814733637,0.161881024902663,0.152137325887858,0.14122217752886,0.142545004106483,0.140227720907584,0.611048499672953,0.488315807424057,0.605017614605584,0.203505717766497,0.284383609629255,0.218218764201609,0.200455814733637,0.161881024902663,0.152137325887858,0.14122217752886,0.142545004106483,0.140227720907584,0.523546277031406,0.376542631138262,0.669017013040788,0.613013500517471,0.391968558705796,0.22161632252487,0.218435732432846,0.179325258254214,0.165269085054028,0.147943463548048,0.175013584000558,0.209626695522469
"3",3,1,12,1,1,1,1,1,1,1,1,1,3,1,1,12,1,1,12,1,1,1,1,1,0.490611704187576,0.383546280722481,0.202760873447305,0.223565988579466,0.213437272155067,0.172978226836213,0.152927989964626,0.288126963868581,0.12923305563052,0.143872084692566,0.159344729048008,0.140596856028294,1.20771263537122,0.383546280722481,0.59741241474964,0.223565988579466,0.213437272155067,0.172978226836213,0.152927989964626,0.288126963868581,0.12923305563052,0.143872084692566,0.159344729048008,0.140596856028294,1.34559557405614,0.392406490120298,0.284558146772865,0.606640002068542,0.224116514636203,0.194998470481362,0.636543682755797,0.335988629848265,0.151092599692477,0.197532918298688,0.186775057300185,0.246345681106567
"4",3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,12,1,1,1,1,1,1,1,1,0.430956007656083,0.334580491575568,0.172522651841645,0.2225678018297,0.14194833853996,0.205594033760847,0.205701421189213,0.154447042015245,0.235049392419668,0.168675922603946,0.22892046956274,0.158083325618535,0.876173662611619,0.334580491575568,0.172522651841645,0.2225678018297,0.14194833853996,0.205594033760847,0.205701421189213,0.154447042015245,0.235049392419668,0.168675922603946,0.22892046956274,0.158083325618535,0.849482525270531,0.470498991787202,0.408906458544503,0.691319156999204,0.234110605790826,0.281242142342228,0.233726664012231,0.263730186102508,0.163258184350568,0.204176144587347,0.326275381034046,0.173426814938608
"5",3,1,1,1,1,1,1,1,1,1,1,1,3,1,12,12,1,1,1,1,1,1,1,1,0.797190595934699,0.678424845485002,0.235876161712328,0.20842592609688,0.287105785249699,0.147011812792773,0.195172962357017,0.187655869318054,0.162935398815347,0.15241287572229,0.142196888049022,0.141150703761887,0.555481982252868,0.678424845485002,0.235876161712328,0.20842592609688,0.287105785249699,0.147011812792773,0.195172962357017,0.187655869318054,0.162935398815347,0.15241287572229,0.142196888049022,0.141150703761887,0.573580759007975,0.657759627454232,0.615506650606495,0.675868728205654,0.225716387879036,0.198764666757623,0.237626451572044,0.176621009751476,0.198991573655886,0.182126668714409,0.181041632103756,0.165452503498047
"6",3,1,14,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.09027254818728,0.32617493634618,0.248755042303083,0.251506576015599,0.202748565541978,0.259299873404188,0.171174847881562,0.182883836093203,0.166218851882291,0.157932226036347,0.140438854453823,0.190262437876156,0.720071940551335,0.32617493634618,0.34680140837351,0.251506576015599,0.202748565541978,0.259299873404188,0.171174847881562,0.182883836093203,0.166218851882291,0.157932226036347,0.140438854453823,0.190262437876156,0.693190324987311,0.573158543845346,0.317566820088299,0.298338231217923,0.242138090706181,0.227780312214884,0.213420178602826,0.196732114395712,0.201920508266409,0.247684013297784,0.243531274459882,0.194219149547752
"7",3,1,1,1,1,1,1,1,1,1,1,1,3,1,12,1,1,1,1,1,1,1,1,1,0.70790175507221,0.349372794718472,0.256588147826481,0.272505598278632,0.173102136583226,0.200438696598752,0.228245836670784,0.157043525148481,0.141226809508337,0.174720366154714,0.180730290752205,0.147669383253334,0.529360777956573,0.349372794718472,0.256588147826481,0.272505598278632,0.173102136583226,0.200438696598752,0.228245836670784,0.157043525148481,0.141226809508337,0.174720366154714,0.180730290752205,0.147669383253334,0.505864665520626,0.864640067142721,0.6125824346914,0.45916009299338,0.218127976476052,0.206162248425979,0.272739201737357,0.193727775340191,0.178607424075175,0.205670949824471,0.197147435766975,0.18137758366375
"8",3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,12,1,1,1,1,1,1,0.81287311973413,0.344023238578974,0.196315710967308,0.23243738046173,0.228374506650402,0.148782948904896,0.184479027464579,0.206110527192805,0.200652479309902,0.188181754226936,0.153227992228077,0.193958603084377,1.4193102534517,0.344023238578974,0.196315710967308,0.23243738046173,0.228374506650402,0.148782948904896,0.184479027464579,0.206110527192805,0.200652479309902,0.188181754226936,0.153227992228077,0.193958603084377,1.16844135195146,0.335750670904235,0.355138579555477,0.261501149381817,0.228460950531832,0.524095603847482,0.217839055503811,0.263669637487624,0.232996758873641,0.206933840162753,0.18120673477185,0.222959807122577
"9",1,12,12,1,1,1,1,1,1,1,1,1,3,1,1,12,1,1,1,1,1,1,1,1,0.322650037749078,0.539409664264598,0.204556221870569,0.183730518529152,0.165898477261602,0.169106539944675,0.177604478918635,0.147687892172895,0.172988454692268,0.148782724305596,0.200462196919204,0.200429361454526,0.322650037749078,0.869693369922345,0.650177038695772,0.183730518529152,0.165898477261602,0.169106539944675,0.177604478918635,0.147687892172895,0.172988454692268,0.148782724305596,0.200462196919204,0.200429361454526,0.732932847715061,0.414225729359702,0.208489944853969,0.544067116407591,0.204014677801658,0.177767596777193,0.2239238518692,0.220273498998685,0.200022576107022,0.208492302098046,0.212428600672923,0.248757968040021
"10",3,12,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.172566271404619,0.262163329346513,0.308608417694566,0.269101890248631,0.236852505654491,0.224188531549545,0.204043881067626,0.144751416565463,0.168019852046244,0.140627254300218,0.141616230282815,0.155843931869871,0.62752819906686,1.29367924302298,0.308608417694566,0.269101890248631,0.236852505654491,0.224188531549545,0.204043881067626,0.144751416565463,0.168019852046244,0.140627254300218,0.141616230282815,0.155843931869871,0.770461334914978,0.50891802934546,0.325591539300691,0.254826058412189,0.224585227537985,0.191935693837609,0.236499625650942,0.165113484639751,0.191742542333123,0.186991944935717,0.176921431527476,0.170723648636695
"11",1,12,1,12,1,1,1,1,1,1,1,1,3,1,1,12,1,12,1,1,1,1,1,1,0.551162323813353,0.396909637398964,0.254329637121916,0.264616165302443,0.15932830833875,0.245867589500379,0.217712024246118,0.183654134206169,0.211410114504705,0.195752682569398,0.136695423298368,0.155452463267119,0.551162323813353,0.534979403010192,0.254329637121916,0.634939026784979,0.15932830833875,0.245867589500379,0.217712024246118,0.183654134206169,0.211410114504705,0.195752682569398,0.136695423298368,0.155452463267119,0.398755898682901,0.518174509025548,0.269508139326411,0.774182372461919,0.220262664990942,0.640032200523508,0.258760485635444,0.19319629673187,0.211294319340878,0.24790884369594,0.183651134394919,0.160429010714165
"12",3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,12,1,1,1,1,1,1,1,1,0.481758026501305,0.215694062924795,0.179955971222224,0.152668617461248,0.175885207157779,0.27833476464083,0.163759647039753,0.192280289146384,0.126223268398983,0.143322604698936,0.160897601752506,0.225392678133351,1.31956107766111,0.215694062924795,0.179955971222224,0.152668617461248,0.175885207157779,0.27833476464083,0.163759647039753,0.192280289146384,0.126223268398983,0.143322604698936,0.160897601752506,0.225392678133351,1.06673809185279,0.528683452542822,0.217329545297805,0.710586779915177,0.207081618054177,0.340028686085262,0.199023197129307,0.177948200170116,0.177660945407646,0.200819487558956,0.179876207324568,0.230979861331683
"13",3,1,12,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.613666403787897,0.311708846968947,0.309664414615557,0.20033422237995,0.233321427718524,0.1609133987705,0.286888821431256,0.190593129316818,0.21623372349672,0.171742868352444,0.156262972298962,0.136217734121576,0.759718420901739,0.311708846968947,0.629320200619371,0.20033422237995,0.233321427718524,0.1609133987705,0.286888821431256,0.190593129316818,0.21623372349672,0.171742868352444,0.156262972298962,0.136217734121576,0.984688896125298,0.299694500982989,0.33528555887392,0.245557706566097,0.232910356980949,0.208738061169957,0.266861963834612,0.176631903823644,0.230923750220475,0.202114001508196,0.23422892937552,0.18974153152014
"14",3,1,12,1,1,1,1,1,1,1,1,1,3,3,1,12,1,1,1,1,1,1,1,1,0.235312053186828,0.502706836068832,0.291949598243063,0.157360710041493,0.157312718290511,0.292062161291652,0.184460749142176,0.144652799650764,0.152264798160371,0.161971448075198,0.132522428396759,0.194056932283391,0.506340611742221,0.502706836068832,0.952337321402693,0.157360710041493,0.157312718290511,0.292062161291652,0.184460749142176,0.144652799650764,0.152264798160371,0.161971448075198,0.132522428396759,0.194056932283391,0.563949121869543,1.07511214227866,0.324996857950034,0.639244846803774,0.168740319224872,0.304666238320676,0.223965012808594,0.199012739007119,0.180031769184168,0.216233211654724,0.15069397220353,0.19610481278493
"15",3,1,12,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0.505230320021243,0.177661812718294,0.246469582193868,0.330820752137492,0.207710804403817,0.300845410739347,0.176424816905243,0.186836032259417,0.174978652287069,0.141321314720452,0.163379231974025,0.163484479224026,0.874165084812143,0.177661812718294,0.728532868937339,0.330820752137492,0.207710804403817,0.300845410739347,0.176424816905243,0.186836032259417,0.174978652287069,0.141321314720452,0.163379231974025,0.163484479224026,0.901673128802139,0.625140292305178,0.254749713964781,0.302502975792625,0.234890514656421,0.228355092801237,0.181302707368776,0.178747610572269,0.186582722047286,0.179553131153767,0.196852793289838,0.178192055143006
