"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"75",3,1,12,12,12,12,3,1,1,12,12,12,0.148714260651333,0.242289248743846,0.0994691451058015,0.0469522721983694,0.042396710532246,0.0326279237792336,0.494486373077519,0.242289248743846,0.0269006920240114,0.00764315590442226,0.00827719238801202,0.00661252542542843,0.494398878381503,0.20290277628767,0.128563489901022,0.0179853647813543,0.0118200729363784,0.015011909567273
"76",1,3,12,12,12,12,1,3,12,12,12,12,0.139105403532756,0.141222168291752,0.0803452425267726,0.0588099641677629,0.043204550887332,0.0314239950928091,0.139105403532756,0.544911751582228,0.0241576445631382,0.0158014920676779,0.0102008903035027,0.004799716038538,0.273462258252064,0.548505334351216,0.0357606561899913,0.0189084058835079,0.0177217690456865,0.0109351811401473
"77",1,1,12,12,12,12,1,1,12,12,12,12,0.132874151401411,0.262497104665934,0.101072130149289,0.0390487317971985,0.0364167536474659,0.0282672684927805,0.132874151401411,0.262497104665934,0.0243714873577512,0.00960625397207965,0.00685342856605186,0.0036779542989965,0.14157408899188,0.300806418978202,0.0265455884465049,0.0187488772116689,0.0116997933093423,0.00993995813743498
"78",3,1,12,12,12,12,3,1,1,12,12,12,0.271934547693058,0.254929994601558,0.0867909133241992,0.064598195722859,0.033819424942834,0.036795008421531,0.554504074072056,0.254929994601558,0.0120617813573604,0.0161052926992371,0.00891599439300055,0.00790748446078366,0.599575630401055,0.302644311657455,0.121239444632543,0.0199914980571112,0.0132731080246762,0.0116117629204713
"79",3,1,12,12,12,12,1,1,1,12,12,12,0.239019119160967,0.192032258772041,0.127408601725441,0.0528592644309649,0.0405017999885272,0.02686386087162,0.542578030172997,0.192032258772041,0.0371416676937344,0.0100534973207195,0.0108143154965345,0.00684995666253671,0.246657700436764,0.168565246702914,0.152921242654708,0.014053900855021,0.01679978947247,0.00976717450487707
"80",1,1,12,12,12,12,3,2,1,12,12,12,0.197986237997062,0.117243076790408,0.057654839423824,0.0491622441827669,0.0417543650530821,0.0318795291239047,0.197986237997062,0.117243076790408,0.0142604845824433,0.0111350645468581,0.00760099861757898,0.00634030971273414,0.433938446753083,0.249168699660701,0.0975805060659742,0.0155768304833427,0.0175695526737972,0.0164281333516558
"81",1,1,12,12,12,12,3,1,1,12,12,12,0.158007703063775,0.187880313088839,0.0786042529783258,0.0541599590007909,0.0388363515066891,0.0277275106586648,0.158007703063775,0.187880313088839,0.0151879848138571,0.0168782295529431,0.0065730498384832,0.00523302200468676,0.486131932089542,0.239089035910737,0.12224189094623,0.0193766539839125,0.00990453188852852,0.00925575449959406
"82",1,1,12,12,12,12,3,1,1,12,12,12,0.210763472509014,0.22498046183703,0.0760450261715377,0.0588071649565047,0.0403609521595859,0.0273638183632698,0.210763472509014,0.22498046183703,0.0135727232949404,0.0169805345918828,0.00532224539896585,0.00409651130061285,0.540795274763239,0.34192401294187,0.134588335115778,0.0263889477764356,0.0120436281795162,0.0103530122330617
"83",1,1,12,12,12,12,3,1,12,12,12,12,0.206662897072141,0.231693559004633,0.0894613957687735,0.061517374476707,0.0401076093446964,0.0351355476083326,0.206662897072141,0.231693559004633,0.0357091892369383,0.0137859456888698,0.00604318206767698,0.00438287350776977,0.861606838218854,0.267403217676793,0.037949129849242,0.0386403493381267,0.0116761799809126,0.00872187568729011
"84",1,1,12,12,12,12,1,1,1,12,12,12,0.170263044274115,0.123368584852372,0.0854349477956007,0.0414209754933217,0.0350874396570644,0.0380535095340092,0.170263044274115,0.123368584852372,0.013132469277012,0.00905937124689786,0.00930241452910285,0.00677258593329179,0.717961790030068,0.148344575503907,0.124926936592596,0.0245270407355862,0.0101175083977421,0.0106991999237146
"85",1,1,12,12,12,12,3,1,1,12,12,12,0.137203513394291,0.127660785780877,0.0960724319641625,0.0548343688092832,0.0357502676212435,0.0279180040352271,0.137203513394291,0.127660785780877,0.0196354978468353,0.0123432314860248,0.00614346561909586,0.00502609615616265,0.589489745743577,0.262527580948995,0.128620177664522,0.0187423957024279,0.0194854854147593,0.00888610706903527
"86",1,1,12,12,12,12,3,1,12,12,12,12,0.29220591198013,0.16822785171086,0.0595464980931831,0.0557411646076918,0.0297814148562434,0.0334646620280697,0.29220591198013,0.16822785171086,0.0123585831307398,0.0123980688368286,0.00457863992270131,0.00414565856154991,0.413138676668283,0.190646898746932,0.0226625838549212,0.0165842044793525,0.0154472373305897,0.012694275802509
"87",1,1,12,12,12,12,3,1,12,12,12,12,0.142308783011811,0.117315051921917,0.0707080874485603,0.0600529170504382,0.0474145455926411,0.0379244396474006,0.142308783011811,0.117315051921917,0.0147549767656682,0.0138935580051533,0.0104818136976126,0.00505254095702543,0.344839495388341,0.434999884935475,0.0566785258629571,0.0338594954182944,0.0140246246219225,0.0124773012343677
"88",1,1,12,12,12,12,1,3,12,12,12,12,0.348796266105609,0.0943643685762172,0.0864878654152416,0.0621735177620447,0.0406127383422418,0.0342706352126283,0.348796266105609,0.0943643685762172,0.0232391098013718,0.0118591993315081,0.00744075513175858,0.00497519322892838,0.380126563674626,0.476280313524511,0.0480496119073541,0.0230493168019288,0.0158229227094106,0.0115753433149547
"89",3,1,12,12,12,12,3,1,1,12,12,12,0.305755398236076,0.184628656575493,0.0704092777785392,0.055011970483316,0.040783432380936,0.0351472287521166,0.504833694814108,0.184628656575493,0.0293293775723518,0.0114357628079316,0.00711470240987136,0.00682759884965104,0.541889846425875,0.248993699305644,0.122268266956045,0.0213006392188255,0.0125759187853242,0.0150737180685153
"90",1,1,12,12,12,12,3,1,12,12,12,12,0.236630520676982,0.114069566218581,0.0897953750972138,0.0416024604606937,0.0436976730825849,0.0334436317594529,0.236630520676982,0.114069566218581,0.0253848539694596,0.00704323247276601,0.0106308841053046,0.0043965209633796,0.554013187852414,0.222677705445984,0.0275258084114913,0.0196633845490586,0.0251906251247922,0.00903879929781298
"91",1,12,12,12,12,12,1,1,12,12,12,12,0.14041152184371,0.127847407287777,0.0705738930428458,0.0509108122673712,0.0355197641893302,0.0329018133564677,0.14041152184371,0.0215131807919575,0.0197692337754307,0.0104865144401611,0.00656940501669009,0.00780036151690908,0.379457519847682,0.228212183419268,0.0368038470825506,0.0215096991333543,0.0141331406500571,0.0125063339532107
"92",1,1,12,12,12,12,3,1,1,12,12,12,0.340267074116484,0.173333088117535,0.0662222149843284,0.0526904432364777,0.0348435254221604,0.0287151450980674,0.340267074116484,0.173333088117535,0.0208587232943414,0.0153289873541293,0.0077452415442288,0.0038253663076262,0.546004415966895,0.334344790320481,0.147645678059897,0.0271705929523753,0.019255319736535,0.00609822746183518
"93",1,1,12,12,12,12,1,3,12,12,12,12,0.310779236000974,0.0923536545850982,0.0908254504137748,0.0561107352755955,0.0500215229250599,0.0306063731088034,0.310779236000974,0.0923536545850982,0.046581071844024,0.0135313303517627,0.0124802596894941,0.00548697704679847,0.485599625079316,0.465397972965003,0.0601518688137405,0.0184063493353636,0.0160084797358424,0.00809257815137499
"94",1,1,12,12,12,12,1,3,12,12,12,12,0.31031163724971,0.18305252029791,0.0920578708843594,0.0595663471628278,0.0406809214773091,0.033270455207373,0.31031163724971,0.18305252029791,0.0364242736414092,0.0194079085629021,0.00627078907690131,0.00458647099061115,0.275956297633964,0.490655325023984,0.0557029549106237,0.0191281737015504,0.0123041526256723,0.0120703742594371
"95",1,1,12,12,12,12,3,3,12,12,12,12,0.255463839507547,0.137702524577201,0.0784647492805712,0.0444296781264863,0.0441681727905052,0.0257067594567007,0.255463839507547,0.137702524577201,0.0141128011158362,0.0115219308298553,0.00530929812596676,0.0047752009661891,0.544902711954114,0.452007529363643,0.0363013455624455,0.020984534901667,0.0159109099324064,0.00734942171405601
"96",1,1,12,12,12,12,3,3,12,12,12,12,0.164730474755204,0.250564045227613,0.0648681282418979,0.0508953858603042,0.0403535704974802,0.0351343652223268,0.164730474755204,0.250564045227613,0.0177162325568676,0.0118480940649508,0.00962129656608714,0.00516569287738549,0.570077899082374,0.450526663968217,0.0313537135797499,0.0230986878278973,0.0130437427169668,0.00839210939632417
"97",1,12,12,12,12,12,1,1,12,12,12,12,0.182458872260826,0.115191437932127,0.0850277103156884,0.0591557430817795,0.036164458129277,0.0342738021049904,0.182458872260826,0.0392690729543818,0.007586441992656,0.0104671181326903,0.00401241972323712,0.0045313298083182,0.263789657140492,0.235569468336602,0.0366515460744817,0.0188936882506148,0.00777505697116926,0.0112354840376106
"98",3,1,12,12,12,12,3,1,1,12,12,12,0.349546618695691,0.192749476315326,0.149465384800723,0.0492977504623596,0.0355793266282479,0.0316728851247986,0.508795022521496,0.192749476315326,0.0883693389934159,0.0109324810300505,0.00658377642897626,0.00253909320170566,0.509395010949414,0.192093238803695,0.175469824148999,0.0198927623095636,0.0140048341032621,0.00770056854716771
"99",1,1,12,12,12,12,1,3,12,12,12,12,0.281819856827519,0.101646092445564,0.0846128726593959,0.0419885186169246,0.0435276202059082,0.0385564539602116,0.281819856827519,0.101646092445564,0.0315355765898175,0.00675351299650219,0.0106036169958936,0.00762806168854066,0.272344439277134,0.489530779390965,0.074746635608575,0.0135703180932548,0.021839211224223,0.0153150181946413
"100",1,1,12,12,12,12,3,1,12,12,12,12,0.323075913876514,0.120562721251845,0.0855433731286669,0.0546999519805222,0.0447701250188671,0.0351907216075846,0.323075913876514,0.120562721251845,0.0172063486706687,0.0130650276912766,0.0165781569590399,0.00482970946707113,0.584758897040001,0.131602850681729,0.0304672660334364,0.0180958972572684,0.0251355512000371,0.0160543211434473
